Review_Id,outlet_product_id_,customer_id_, Review,negative,neutral,positive,sentiment,rev
477,523,27,We enjoy their pizza and brunch.,0.0,48.4,51.6,pos,enjoy pizza brunch 
478,699,27,The steaks are all well trimmed and also perfectly cooked.,0.0,44.2,55.8,pos,steaks well trimmed also perfectly cooked 
479,511,27,We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,0.0,68.4,31.6,neu,group 70 claimed would 40 handled us beautifully 
480,704,27,I LOVED it!,0.0,16.900000000000002,83.1,pos,LOVED 
481,697,27,We asked for the bill to leave without eating and they didn't bring that either.,13.0,87.0,0.0,neu,asked bill leave without eating nt bring either 
482,158,27,"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.",0.0,69.39999999999999,30.6,neu,place jewel Las Vegas  exactly ve hoping find nearly ten years living 
483,344,27,Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,11.9,56.6,31.4,neu,Seafood limited boiled shrimp crab legs crab legs definitely taste fresh 
484,153,27,The selection of food was not the best.,0.0,41.7,58.3,pos,selection food best 
485,516,27,Delicious and I will absolutely be back!,0.0,42.9,57.1,pos,Delicious absolutely back 
486,161,27,"This isn't a small family restaurant, this is a fine dining establishment.",0.0,81.6,18.4,neu,nt small family restaurant  fine dining establishment 
487,697,27,They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,0.0,78.10000000000001,21.9,neu,toro tartare cavier extraordinary liked thinly sliced wagyu white truffle 
488,698,27,I dont think I will be back for a very long time.,0.0,100.0,0.0,neu,dont think back long time 
489,517,27,"It was attached to a gas station, and that is rarely a good sign.",25.6,74.4,0.0,neu,attached gas station  rarely good sign 
490,155,27,How awesome is that.,0.0,19.6,80.4,pos,awesome 
491,448,27,I will be back many times soon.,0.0,100.0,0.0,neu,back many times soon 
492,148,27,The menu had so much good stuff on it i could not decide!,0.0,65.3,34.7,neu,menu much good stuff could decide 
493,697,27,"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.",50.0,50.0,0.0,neg,Worse  humiliated worker right front  Bunch horrible name callings 
494,447,27,CONCLUSION: Very filling meals.,0.0,100.0,0.0,neu,CONCLUSION  filling meals 
495,438,27,Their daily specials are always a hit with my group.,0.0,100.0,0.0,neu,daily specials always hit group 
496,524,27,And then tragedy struck.,86.5,13.5,0.0,neg,tragedy struck 
497,854,28,The pancake was also really good and pretty large at that.,0.0,42.8,57.2,pos,pancake also really good pretty large 
498,856,28,"This was my first crawfish experience, and it was delicious!",0.0,55.60000000000001,44.4,neu,first crawfish experience  delicious 
499,125,28,Their monster chicken fried steak and eggs is my all time favorite.,0.0,70.0,30.0,neu,monster chicken fried steak eggs time favorite 
500,829,28,Waitress was sweet and funny.,0.0,25.3,74.7,pos,Waitress sweet funny 
501,1076,28,"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",0.0,62.5,37.5,neu,also taste Mom s multigrain pumpkin pancakes pecan butter amazing  fluffy  delicious 
502,851,28,"I'd rather eat airline food, seriously.",19.5,80.5,0.0,neu,d rather eat airline food  seriously 
503,42,28,Cant say enough good things about this place.,28.6,71.39999999999999,0.0,neu,Cant say enough good things place 
504,62,28,The ambiance was incredible.,0.0,100.0,0.0,neu,ambiance incredible 
505,656,28,The waitress and manager are so friendly.,0.0,48.4,51.6,pos,waitress manager friendly 
506,632,28,I would not recommend this place.,0.0,54.50000000000001,45.5,neu,would recommend place 
507,661,28,Overall I wasn't very impressed with Noca.,39.0,61.0,0.0,neu,Overall nt impressed Noca 
508,474,28,My gyro was basically lettuce only.,0.0,100.0,0.0,neu,gyro basically lettuce 
509,125,28,Terrible service!,62.9,37.1,0.0,neg,Terrible service 
510,371,29,Thoroughly disappointed!,64.8,35.2,0.0,neg,Thoroughly disappointed 
511,374,29,"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.",0.0,57.49999999999999,42.5,neu,nt much pasta  love homemade hand made pastas thin pizzas 
512,374,29,"Give it a try, you will be happy you did.",0.0,51.9,48.1,neu,Give try  happy 
513,380,29,By far the BEST cheesecurds we have ever had!,0.0,43.4,56.6,pos,far BEST cheesecurds ever 
514,379,29,Reasonably priced also!,0.0,100.0,0.0,neu,Reasonably priced also 
515,372,29,Everything was perfect the night we were in.,0.0,44.8,55.2,pos,Everything perfect night 
516,381,29,The food is very good for your typical bar food.,0.0,63.3,36.7,neu,food good typical bar food 
517,381,29,it was a drive to get there.,0.0,100.0,0.0,neu,drive get 
518,374,29,"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",0.0,44.4,55.60000000000001,pos,first glance lovely bakery cafe  nice ambiance  clean  friendly staff 
519,372,29,"Anyway, I do not think i will go back there.",0.0,100.0,0.0,neu,Anyway  think go back 
520,382,29,"Point your finger at any item on the menu, order it and you won't be disappointed.",0.0,77.9,22.1,neu,Point finger item menu  order wo nt disappointed 
521,378,29,"Oh this is such a thing of beauty, this restaurant.",0.0,56.8,43.2,neu,Oh thing beauty  restaurant 
522,381,29,If you haven't gone here GO NOW!,0.0,100.0,0.0,neu,nt gone GO 
523,380,29,"A greasy, unhealthy meal.",45.9,54.1,0.0,neu,greasy  unhealthy meal 
524,372,29,first time there and might just be the last.,0.0,100.0,0.0,neu,first time might last 
525,383,29,Those burgers were amazing.,0.0,34.5,65.5,pos,burgers amazing 
526,383,29,"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",0.0,90.2,9.8,neu,Similarly  delivery man say word apology food 45 minutes late 
527,381,29,And it was way to expensive.,0.0,100.0,0.0,neu,way expensive 
528,381,29,"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",22.7,64.0,13.4,neu,sure order dessert  even need pack togo  tiramisu cannoli die 
529,181,30,This was my first time and I can't wait until the next.,0.0,100.0,0.0,neu,first time ca nt wait next 
530,177,30,The bartender was also nice.,0.0,51.7,48.3,neu,bartender also nice 
531,23,30,Everything was good and tasty!,0.0,48.4,51.6,pos,Everything good tasty 
532,23,30,This place is two thumbs up....way up.,0.0,100.0,0.0,neu,place two thumbs  way 
533,14,30,"The best place in Vegas for breakfast (just check out a Sat, or Sun.",0.0,68.2,31.8,neu,best place Vegas breakfast  check Sat  Sun 
534,302,30,"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",0.0,54.1,45.9,neu,love authentic Mexican food want whole bunch interesting  yet delicious meats choose  need try place 
535,176,30,Terrible management.,60.8,39.2,0.0,neg,Terrible management 
536,2,30,An excellent new restaurant by an experienced Frenchman.,0.0,57.49999999999999,42.5,neu,excellent new restaurant experienced Frenchman 
537,309,30,If there were zero stars I would give it zero stars.,0.0,100.0,0.0,neu,zero stars would give zero stars 
538,633,30,"Great steak, great sides, great wine, amazing desserts.",0.0,33.2,66.8,pos,Great steak  great sides  great wine  amazing desserts 
539,187,30,Worst martini ever!,59.4,40.6,0.0,neg,Worst martini ever 
540,304,30,The steak and the shrimp are in my opinion the best entrees at GC.,0.0,58.8,41.2,neu,steak shrimp opinion best entrees GC 
541,193,30,I had the opportunity today to sample your amazing pizzas!,0.0,36.7,63.3,pos,opportunity today sample amazing pizzas 
542,226,30,We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,0.0,100.0,0.0,neu,waited thirty minutes seated  although 8 vacant tables folks waiting  
543,309,30,The yellowtail carpaccio was melt in your mouth fresh.,0.0,68.5,31.5,neu,yellowtail carpaccio melt mouth fresh 
544,1247,31,I won't try going back there even if it's empty.,18.4,81.6,0.0,neu,wo nt try going back even s empty 
545,669,31,"No, I'm going to eat the potato that I found some strangers hair in it.",0.0,100.0,0.0,neu, m going eat potato found strangers hair 
546,543,31,Just spicy enough.. Perfect actually.,0.0,57.49999999999999,42.5,neu,spicy enough  Perfect actually 
547,553,31,Last night was my second time dining here and I was so happy I decided to go back!,0.0,69.3,30.7,neu,Last night second time dining happy decided go back 
548,674,31,"not even a ""hello, we will be right with you.""",0.0,100.0,0.0,neu,even  hello  right  
549,542,31,The desserts were a bit strange.,37.5,62.5,0.0,neu,desserts bit strange 
550,555,31,My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,0.0,80.5,19.5,neu,boyfriend came first time recent trip Vegas could pleased quality food service 
551,397,31,"I really do recommend this place, you can go wrong with this donut place!",25.7,53.1,21.2,neu,really recommend place  go wrong donut place 
552,1248,31,Nice ambiance.,0.0,41.7,58.3,pos,Nice ambiance 
553,542,31,I would recommend saving room for this!,0.0,58.9,41.1,neu,would recommend saving room 
554,1254,31,I guess maybe we went on an off night but it was disgraceful.,0.0,100.0,0.0,neu,guess maybe went night disgraceful 
555,1252,31,"However, my recent experience at this particular location was not so good.",0.0,70.7,29.3,neu,However  recent experience particular location good 
556,398,31,"I know this is not like the other restaurants at all, something is very off here!",0.0,64.2,35.8,neu,know like restaurants  something 
557,675,31,AVOID THIS ESTABLISHMENT!,61.7,38.3,0.0,neg,AVOID ESTABLISHMENT 
558,1251,31,I think this restaurant suffers from not trying hard enough.,47.4,52.6,0.0,neu,think restaurant suffers trying hard enough 
559,547,31,All of the tapas dishes were delicious!,0.0,42.9,57.1,pos,tapas dishes delicious 
560,545,31,I *heart* this place.,0.0,48.8,51.2,pos, heart  place 
561,1245,31,My salad had a bland vinegrette on the baby greens and hearts of Palm.,0.0,61.9,38.1,neu,salad bland vinegrette baby greens hearts Palm 
562,397,31,After two I felt disgusting.,53.1,46.9,0.0,neg,two felt disgusting 
563,546,31,A good time!,0.0,38.5,61.5,pos,good time 
564,668,31,I believe that this place is a great stop for those with a huge belly and hankering for sushi.,15.1,41.1,43.8,pos,believe place great stop huge belly hankering sushi 
565,411,32,Generous portions and great taste.,0.0,28.8,71.2,pos,Generous portions great taste 
566,412,32,I will never go back to this place and will never ever recommended this place to anyone!,17.299999999999997,82.69999999999999,0.0,neu,never go back place never ever recommended place anyone 
567,409,32,"The servers went back and forth several times, not even so much as an ""Are you being helped?""",0.0,100.0,0.0,neu,servers went back forth several times  even much  helped  
568,408,32,Food was delicious!,0.0,33.4,66.60000000000001,pos,Food delicious 
569,408,32,AN HOUR... seriously?,36.2,63.8,0.0,neu,HOUR  seriously 
570,415,32,I consider this theft.,0.0,100.0,0.0,neu,consider theft 
571,412,32,Eew... This location needs a complete overhaul.,0.0,100.0,0.0,neu,Eew  location needs complete overhaul 
572,409,32,We recently witnessed her poor quality of management towards other guests as well.,25.4,57.4,17.2,neu,recently witnessed poor quality management towards guests well 
573,416,32,Waited and waited and waited.,0.0,100.0,0.0,neu,Waited waited waited 
574,411,32,"He also came back to check on us regularly, excellent service.",0.0,70.89999999999999,29.1,neu,also came back check us regularly  excellent service 
575,115,33,Our server was super nice and checked on us many times.,0.0,47.2,52.8,pos,server super nice checked us many times 
576,238,33,"The pizza tasted old, super chewy in not a good way.",0.0,50.7,49.3,neu,pizza tasted old  super chewy good way 
577,601,33,I swung in to give them a try but was deeply disappointed.,40.400000000000006,59.6,0.0,neu,swung give try deeply disappointed 
578,143,33,Service was good and the company was better!,0.0,33.0,67.0,pos,Service good company better 
579,236,33,The staff are also very friendly and efficient.,0.0,33.300000000000004,66.7,pos,staff also friendly efficient 
580,508,33,"As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",0.0,66.2,33.800000000000004,neu,service  m fan  s quick re served nice folks 
581,602,33,Boy was that sucker dry!!.,44.3,55.7,0.0,neu,Boy sucker dry   
582,510,33,Over rated.,0.0,100.0,0.0,neu,rated 
583,417,33,"If you look for authentic Thai food, go else where.",0.0,100.0,0.0,neu,look authentic Thai food  go else 
584,425,33,Their steaks are 100% recommended!,0.0,65.7,34.300000000000004,neu,steaks 100  recommended 
585,171,33,After I pulled up my car I waited for another 15 minutes before being acknowledged.,0.0,100.0,0.0,neu,pulled car waited another 15 minutes acknowledged 
586,235,33,Great food and great service in a clean and friendly setting.,0.0,22.1,77.9,pos,Great food great service clean friendly setting 
587,111,33,"All in all, I can assure you I'll be back.",0.0,62.5,37.5,neu, assure ll back 
588,169,33,I hate those things as much as cheap quality black olives.,34.599999999999994,65.4,0.0,neu,hate things much cheap quality black olives 
589,454,33,"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.",0.0,63.6,36.4,neu,breakfast perpared great  beautiful presentation 3 giant slices Toast  lightly dusted powdered sugar 
590,141,33,The kids play area is NASTY!,46.1,29.9,23.9,neg,kids play area NASTY 
591,246,33,Great place fo take out or eat in.,0.0,54.900000000000006,45.1,neu,Great place fo take eat 
592,602,33,The waitress was friendly and happy to accomodate for vegan/veggie options.,0.0,42.0,57.99999999999999,pos,waitress friendly happy accomodate veganveggie options 
593,429,33,OMG I felt like I had never eaten Thai food until this dish.,0.0,76.2,23.8,neu,OMG felt like never eaten Thai food dish 
594,505,33,"It was extremely ""crumby"" and pretty tasteless.",0.0,65.2,34.8,neu,extremely  crumby  pretty tasteless 
595,603,33,It was a pale color instead of nice and char and has NO flavor.,0.0,68.2,31.8,neu,pale color instead nice char flavor 
596,511,34,The croutons also taste homemade which is an extra plus.,0.0,100.0,0.0,neu,croutons also taste homemade extra plus 
597,345,34,I got home to see the driest damn wings ever!,29.9,70.1,0.0,neu,got home see driest damn wings ever 
598,696,34,It'll be a regular stop on my trips to Phoenix!,33.300000000000004,66.7,0.0,neu,ll regular stop trips Phoenix 
599,700,34,I really enjoyed Crema CafÃÂÃÂÃÂÃÂ© before they expanded. I even told friends they had the BEST breakfast.,0.0,46.2,53.8,pos,really enjoyed Crema CafÃÂÃÂÃÂÃÂ© expanded  even told friends BEST breakfast 
600,438,34,Not good for the money.,0.0,40.8,59.2,pos,good money 
601,433,34,I miss it and wish they had one in Philadelphia!,21.1,39.5,39.4,neu,miss wish one Philadelphia 
602,151,34,"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",0.0,100.0,0.0,neu,got sitting fairly fast   ended waiting 40 minutes place order  another 30 minutes food arrived 
603,156,34,They also have the best cheese crisp in town.,0.0,54.3,45.7,neu,also best cheese crisp town 
604,434,34,"Good value, great food, great service.",0.0,27.0,73.0,pos,Good value  great food  great service 
605,441,34,Couldn't ask for a more satisfying meal.,33.2,66.8,0.0,neu,Could nt ask satisfying meal 
606,344,34,The food is good.,0.0,40.8,59.2,pos,food good 
607,704,34,It was awesome.,0.0,19.6,80.4,pos,awesome 
608,445,34,I just wanted to leave.,37.5,62.5,0.0,neu,wanted leave 
609,435,34,We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,27.4,72.6,0.0,neu,made drive way North Scottsdale  one bit disappointed 
610,434,34,I will not be eating there again.,0.0,100.0,0.0,neu,eating 
611,524,34,!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,17.5,82.5,0.0,neu,  OWNERS REALLY REALLY need quit soooooo cheap let wrap freaking sandwich two papers one 
612,151,34,I checked out this place a couple years ago and was not impressed.,0.0,65.9,34.1,neu,checked place couple years ago impressed 
613,520,34,"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.",0.0,62.0,38.0,neu,chicken got definitely reheated ok  wedges cold soggy 
614,513,34,"Sorry, I will not be getting food from here anytime soon :(",15.7,84.3,0.0,neu,Sorry  getting food anytime soon  
615,437,34,An absolute must visit!,0.0,100.0,0.0,neu,absolute must visit 
616,153,34,The cow tongue and cheek tacos are amazing.,0.0,56.8,43.2,neu,cow tongue cheek tacos amazing 
617,437,34,My friend did not like his Bloody Mary.,27.4,18.9,53.8,pos,friend like Bloody Mary 
618,147,34,"Despite how hard I rate businesses, its actually rare for me to give a 1 star.",0.0,88.5,11.5,neu,Despite hard rate businesses  actually rare give 1 star 
619,174,35,They really want to make your experience a good one.,0.0,52.7,47.3,neu,really want make experience good one 
620,165,35,I will not return.,0.0,100.0,0.0,neu,return 
621,593,35,I had the chicken Pho and it tasted very bland.,0.0,100.0,0.0,neu,chicken Pho tasted bland 
622,603,35,Very disappointing!!!,57.6,42.4,0.0,neg,disappointing   
623,141,35,The grilled chicken was so tender and yellow from the saffron seasoning.,0.0,100.0,0.0,neu,grilled chicken tender yellow saffron seasoning 
624,237,35,"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.",0.0,92.9,7.1,neu,drive thru means want wait around half hour food  somehow end going make us wait wait 
625,419,35,Pretty awesome place.,0.0,21.5,78.5,pos,Pretty awesome place 
626,430,35,Ambience is perfect.,0.0,35.099999999999994,64.9,pos,Ambience perfect 
627,117,35,Best of luck to the rude and non-customer service focused new management.,16.900000000000002,28.1,55.1,pos,Best luck rude noncustomer service focused new management 
628,510,35,Any grandmother can make a roasted chicken better than this one.,0.0,67.4,32.6,neu,grandmother make roasted chicken better one 
629,142,35,I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,17.299999999999997,82.69999999999999,0.0,neu,asked multiple times wine list time ignored went hostess got one 
630,171,35,"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!",0.0,43.9,56.10000000000001,pos,staff always super friendly helpful  especially cool bring two small boys baby 
631,507,35,Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,0.0,76.1,23.9,neu,Four stars food  guy blue shirt great vibe  still letting us eat 
632,166,35,The roast beef sandwich tasted really good!,0.0,63.3,36.7,neu,roast beef sandwich tasted really good 
633,505,35,"Same evening, him and I are both drastically sick.",45.2,54.8,0.0,neu,evening  drastically sick 
634,141,35,High-quality chicken on the chicken Caesar salad.,0.0,100.0,0.0,neu,Highquality chicken chicken Caesar salad 
635,117,35,Ordered burger rare came in we'll done.,0.0,100.0,0.0,neu,Ordered burger rare came ll done 
636,246,35,We were promptly greeted and seated.,0.0,58.8,41.2,neu,promptly greeted seated 
637,137,35,Tried to go here for lunch and it was a madhouse.,0.0,100.0,0.0,neu,Tried go lunch madhouse 
638,167,35,"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",31.5,51.1,17.4,neu,proven dead wrong sushi bar  quality great  service fast food  impeccable 
639,173,35,"After waiting an hour and being seated, I was not in the greatest of moods.",0.0,58.8,41.2,neu,waiting hour seated  greatest moods 
640,508,35,This is a good joint.,0.0,40.8,59.2,pos,good joint 
641,431,35,The Macarons here are insanely good.,0.0,50.8,49.2,neu,Macarons insanely good 
642,592,35,I'm not eating here!,0.0,100.0,0.0,neu,m eating 
643,589,36,"Our waiter was very attentive, friendly, and informative.",0.0,65.2,34.8,neu,waiter attentive  friendly  informative 
644,492,36,Maybe if they weren't cold they would have been somewhat edible.,0.0,100.0,0.0,neu,Maybe nt cold would somewhat edible 
645,69,36,This place has a lot of promise but fails to deliver.,30.8,44.0,25.3,neu,place lot promise fails deliver 
646,1084,36,Very bad Experience!,65.5,34.5,0.0,neg,bad Experience 
647,490,36,What a mistake.,70.6,29.4,0.0,neg,mistake 
648,864,36,Food was average at best.,0.0,41.7,58.3,pos,Food average best 
649,851,36,Great food.,0.0,32.800000000000004,67.2,pos,Great food 
650,336,36,We won't be going back anytime soon!,0.0,100.0,0.0,neu,wo nt going back anytime soon 
651,890,36,Very Very Disappointed ordered the $35 Big Bay Plater.,30.7,69.3,0.0,neu,Disappointed ordered  35 Big Bay Plater 
652,894,36,Great place to relax and have an awesome burger and beer.,0.0,26.5,73.5,pos,Great place relax awesome burger beer 
653,723,36,It is PERFECT for a sit-down family meal or get together with a few friends.,0.0,44.3,55.7,pos,PERFECT sitdown family meal get together friends 
654,830,36,"Not much flavor to them, and very poorly constructed.",0.0,100.0,0.0,neu,much flavor  poorly constructed 
655,464,36,The patio seating was very comfortable.,0.0,47.6,52.400000000000006,pos,patio seating comfortable 
656,1191,36,The fried rice was dry as well.,0.0,65.60000000000001,34.4,neu,fried rice dry well 
657,295,36,Hands down my favorite Italian restaurant!,0.0,54.900000000000006,45.1,neu,Hands favorite Italian restaurant 
658,556,36,"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",17.1,64.2,18.7,neu,SCREAMS  LEGIT  book  somethat s also pretty rare Vegas 
659,26,37,It was just not a fun experience.,0.0,37.7,62.3,pos,fun experience 
660,650,37,The atmosphere was great with a lovely duo of violinists playing songs we requested.,0.0,38.2,61.8,pos,atmosphere great lovely duo violinists playing songs requested 
661,60,37,"I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).",12.7,56.2,31.1,neu,personally love hummus  pita  baklava  falafels Baba Ganoush  s amazing eggplant   
662,652,37,"Very convenient, since we were staying at the MGM!",0.0,100.0,0.0,neu,convenient  since staying MGM 
663,41,37,The owners are super friendly and the staff is courteous.,0.0,22.4,77.60000000000001,pos,owners super friendly staff courteous 
664,864,37,Both great!,0.0,18.5,81.5,pos,great 
665,1204,37,Eclectic selection.,0.0,100.0,0.0,neu,Eclectic selection 
666,659,37,The sweet potato tots were good but the onion rings were perfection or as close as I have had.,0.0,38.5,61.5,pos,sweet potato tots good onion rings perfection close 
667,625,37,The staff was very attentive.,0.0,100.0,0.0,neu,staff attentive 
668,588,37,And the chef was generous with his time (even came around twice so we can take pictures with him).,0.0,76.9,23.1,neu,chef generous time  even came around twice take pictures  
669,624,37,"The owner used to work at Nobu, so this place is really similar for half the price.",0.0,100.0,0.0,neu,owner used work Nobu  place really similar half price 
670,893,37,Google mediocre and I imagine Smashburger will pop up.,0.0,100.0,0.0,neu,Google mediocre imagine Smashburger pop 
671,79,37,dont go here.,0.0,100.0,0.0,neu,dont go 
672,616,37,I promise they won't disappoint.,0.0,39.7,60.3,pos,promise wo nt disappoint 
673,49,37,As a sushi lover avoid this place by all means.,22.0,40.0,38.0,neu,sushi lover avoid place means 
674,52,37,What a great double cheeseburger!,0.0,40.6,59.4,pos,great double cheeseburger 
675,864,37,Awesome service and food.,0.0,42.3,57.7,pos,Awesome service food 
676,1214,37,A fantastic neighborhood gem !!!,0.0,52.8,47.2,neu,fantastic neighborhood gem   
677,726,38,I can't wait to go back.,0.0,100.0,0.0,neu,ca nt wait go back 
678,288,38,The plantains were the worst I've ever tasted.,45.1,54.900000000000006,0.0,neu,plantains worst ve ever tasted 
679,128,38,It's a great place and I highly recommend it.,0.0,36.7,63.3,pos,s great place highly recommend 
680,484,38,Service was slow and not attentive.,0.0,100.0,0.0,neu,Service slow attentive 
681,28,38,"I gave it 5 stars then, and I'm giving it 5 stars now.",0.0,76.9,23.1,neu,gave 5 stars  m giving 5 stars 
682,494,38,Your staff spends more time talking to themselves than me.,0.0,100.0,0.0,neu,staff spends time talking 
683,469,38,Dessert: Panna Cotta was amazing.,0.0,56.8,43.2,neu,Dessert  Panna Cotta amazing 
684,583,38,"Very good food, great atmosphere.1",0.0,30.0,70.0,pos,good food  great atmosphere1
685,365,38,Damn good steak.,35.5,26.3,38.2,pos,Damn good steak 
686,1209,38,Total brunch fail.,55.7,44.3,0.0,neg,Total brunch fail 
687,721,38,"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.",0.0,80.7,19.3,neu,Prices reasonable  flavors spot  sauce home made  slaw drenched mayo 
688,499,38,"The decor is nice, and the piano music soundtrack is pleasant.",0.0,49.6,50.4,pos,decor nice  piano music soundtrack pleasant 
689,894,38,The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,0.0,52.0,48.0,neu,steak amazing  rge fillet relleno best seafood plate ever 
690,1198,38,"Good food , good service .",0.0,40.8,59.2,pos,Good food  good service 
691,612,38,It was absolutely amazing.,0.0,32.800000000000004,67.2,pos,absolutely amazing 
692,619,38,"I probably won't be back, to be honest.",31.1,68.89999999999999,0.0,neu,probably wo nt back  honest 
693,1120,38,will definitely be back!,0.0,40.1,59.9,pos,definitely back 
694,243,39,The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,0.0,57.99999999999999,42.0,neu,sergeant pepper beef sandwich auju sauce excellent sandwich well 
695,451,39,"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.",0.0,65.7,34.300000000000004,neu,Hawaiian Breeze  Mango Magic  Pineapple Delight smoothies ve tried far re good 
696,428,39,Went for lunch - service was slow.,0.0,100.0,0.0,neu,Went lunch  service slow 
697,607,39,"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",20.8,53.7,25.5,neu,much say place walked expected amazing  quickly disappointed 
698,174,39,I was mortified.,0.0,100.0,0.0,neu,mortified 
699,174,39,"Needless to say, we will never be back here again.",0.0,100.0,0.0,neu,Needless say  never back 
700,174,39,"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.",11.6,66.10000000000001,22.3,neu,Anyways  food definitely filling  price pay expect 
701,423,39,"The chips that came out were dripping with grease, and mostly not edible.",0.0,100.0,0.0,neu,chips came dripping grease  mostly edible 
702,170,39,I wasn't really impressed with Strip Steak.,35.7,64.3,0.0,neu,nt really impressed Strip Steak 
703,594,39,Have been going since 2007 and every meal has been awesome!!,0.0,59.9,40.1,neu,going since 2007 every meal awesome  
704,452,39,Our server was very nice and attentive as were the other serving staff.,0.0,64.1,35.9,neu,server nice attentive serving staff 
705,239,39,The cashier was friendly and even brought the food out to me.,0.0,61.0,39.0,neu,cashier friendly even brought food 
706,454,39,I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,0.0,68.2,31.8,neu,work hospitality industry Paradise Valley refrained recommending Cibo longer 
707,108,39,The atmosphere here is fun.,0.0,37.7,62.3,pos,atmosphere fun 
708,146,39,Would not recommend to others.,0.0,54.50000000000001,45.5,neu,Would recommend others 
709,605,39,"Service is quick and even ""to go"" orders are just like we like it!",0.0,60.2,39.8,neu,Service quick even  go  orders like like 
710,247,39,"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!",25.1,74.9,0.0,neu,mean really  get famous fish chips s terrible   
711,106,39,"That said, our mouths and bellies were still quite pleased.",0.0,68.7,31.3,neu,said  mouths bellies still quite pleased 
712,245,39,Not my thing.,0.0,100.0,0.0,neu,thing 
713,420,39,2 Thumbs Up!!,0.0,100.0,0.0,neu,2 Thumbs  
714,242,39,If you are reading this please don't go there.,0.0,63.5,36.5,neu,reading please nt go 
715,239,39,"I loved the grilled pizza, reminded me of legit Italian pizza.",0.0,67.2,32.800000000000004,neu,loved grilled pizza  reminded legit Italian pizza 
716,592,39,Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,0.0,56.89999999999999,43.1,neu,Pros  Large seating area Nice bar area Great simple drink menu BEST brick oven pizza homemade dough 
717,247,39,They have a really nice atmosphere.,0.0,49.2,50.8,pos,really nice atmosphere 
718,457,39,Tonight I had the Elk Filet special...and it sucked.,28.000000000000004,46.7,25.2,neu,Tonight Elk Filet special  sucked 
719,511,40,"After one bite, I was hooked.",0.0,100.0,0.0,neu,one bite  hooked 
720,435,40,We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,23.7,76.3,0.0,neu,ordered old classics new dishes going times sorely disappointed everything 
721,340,40,"Cute, quaint, simple, honest.",0.0,48.8,51.2,pos,Cute  quaint  simple  honest 
722,160,40,The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,0.0,54.8,45.2,neu,chicken deliciously seasoned perfect fry outside moist chicken inside 
723,511,40,"The food was great as always, compliments to the chef.",0.0,42.4,57.6,pos,food great always  compliments chef 
724,524,40,Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,0.0,47.1,52.900000000000006,pos,Special thanks Dylan T recommendation order   yummy tummy 
725,446,40,Awesome selection of beer.,0.0,42.3,57.7,pos,Awesome selection beer 
726,348,40,Great food and awesome service!,0.0,26.1,73.9,pos,Great food awesome service 
